"MET2013","METRO_AREA","OCC","OCCUPATION","OCCUPATION_BROAD","GENDER","TOTAL_POP","HISP-LAT","WHITE","AI-AN","ASIAN-PI","BLACK","TWO-OR-MORE","OTHER","PCT_HISP-LAT","PCT_WHITE","PCT_AI-AN","PCT_ASIAN-PI","PCT_BLACK","PCT_TWO-OR-MORE","PCT_OTHER"
29940,"Lawrence, KS","0000","Total-Pop","Total-Pop","MALE",59955,3809,46808,1131,3231,2873,2015,88,6.35,78.07,1.89,5.39,4.79,3.36,0.15
29940,"Lawrence, KS","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",79,NA,79,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
29940,"Lawrence, KS","0000","Total-Pop","Total-Pop","ALL",120486,7572,94424,2649,6239,5255,4145,202,6.28,78.37,2.2,5.18,4.36,3.44,0.17
29940,"Lawrence, KS","1825","Other psychologists","Psychologists","FEMALE",52,NA,52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
29940,"Lawrence, KS","2003","Marriage and family therapists","Mental health counselors","MALE",30,NA,30,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
29940,"Lawrence, KS","0000","Total-Pop","Total-Pop","FEMALE",60531,3763,47616,1518,3008,2382,2130,114,6.22,78.66,2.51,4.97,3.94,3.52,0.19
29940,"Lawrence, KS","2004","Mental health counselors","Mental health counselors","ALL",82,NA,82,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
29940,"Lawrence, KS","1825","Other psychologists","Psychologists","ALL",52,NA,52,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
29940,"Lawrence, KS","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",79,NA,79,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
29940,"Lawrence, KS","2004","Mental health counselors","Mental health counselors","MALE",48,NA,48,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
29940,"Lawrence, KS","2003","Marriage and family therapists","Mental health counselors","ALL",30,NA,30,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
29940,"Lawrence, KS","2004","Mental health counselors","Mental health counselors","FEMALE",34,NA,34,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30140,"Lebanon, PA","0000","Total-Pop","Total-Pop","ALL",139804,18191,115072,206,1989,2754,1587,5,13.01,82.31,0.15,1.42,1.97,1.14,0
30140,"Lebanon, PA","0000","Total-Pop","Total-Pop","FEMALE",71179,8994,58767,166,1138,1248,866,NA,12.64,82.56,0.23,1.6,1.75,1.22,NA
30140,"Lebanon, PA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30140,"Lebanon, PA","2004","Mental health counselors","Mental health counselors","FEMALE",42,NA,42,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30140,"Lebanon, PA","2004","Mental health counselors","Mental health counselors","MALE",44,NA,44,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30140,"Lebanon, PA","2004","Mental health counselors","Mental health counselors","ALL",86,NA,86,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30140,"Lebanon, PA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",29,NA,29,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30140,"Lebanon, PA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",21,NA,21,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30140,"Lebanon, PA","0000","Total-Pop","Total-Pop","MALE",68625,9197,56305,40,851,1506,721,5,13.4,82.05,0.06,1.24,2.19,1.05,0.01
30140,"Lebanon, PA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",29,NA,29,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","2004","Mental health counselors","Mental health counselors","ALL",67,NA,67,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","2003","Marriage and family therapists","Mental health counselors","ALL",26,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","1825","Other psychologists","Psychologists","FEMALE",61,NA,61,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",60,NA,50,NA,NA,NA,10,NA,NA,83.33,NA,NA,NA,16.67,NA
30340,"Lewiston-Auburn, ME","2003","Marriage and family therapists","Mental health counselors","MALE",26,NA,26,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",50,NA,50,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",10,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,100,NA
30340,"Lewiston-Auburn, ME","1825","Other psychologists","Psychologists","ALL",61,NA,61,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","2004","Mental health counselors","Mental health counselors","MALE",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","0000","Total-Pop","Total-Pop","FEMALE",55112,899,49852,138,603,1358,2248,14,1.63,90.46,0.25,1.09,2.46,4.08,0.03
30340,"Lewiston-Auburn, ME","2004","Mental health counselors","Mental health counselors","FEMALE",34,NA,34,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",23,NA,23,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30340,"Lewiston-Auburn, ME","0000","Total-Pop","Total-Pop","ALL",107444,1981,97408,172,866,2529,4474,14,1.84,90.66,0.16,0.81,2.35,4.16,0.01
30340,"Lewiston-Auburn, ME","0000","Total-Pop","Total-Pop","MALE",52332,1082,47556,34,263,1171,2226,NA,2.07,90.87,0.06,0.5,2.24,4.25,NA
30620,"Lima, OH","0000","Total-Pop","Total-Pop","ALL",103033,3184,83105,192,886,11695,3810,161,3.09,80.66,0.19,0.86,11.35,3.7,0.16
30620,"Lima, OH","1821","Clinical and counseling psychologists","Psychologists","ALL",7,NA,7,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30620,"Lima, OH","1825","Other psychologists","Psychologists","ALL",39,NA,39,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30620,"Lima, OH","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",64,NA,13,NA,NA,51,NA,NA,NA,20.31,NA,NA,79.69,NA,NA
30620,"Lima, OH","2003","Marriage and family therapists","Mental health counselors","ALL",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30620,"Lima, OH","0000","Total-Pop","Total-Pop","FEMALE",50959,1314,41448,36,578,5458,2021,104,2.58,81.34,0.07,1.13,10.71,3.97,0.2
30620,"Lima, OH","0000","Total-Pop","Total-Pop","MALE",52074,1870,41657,156,308,6237,1789,57,3.59,80,0.3,0.59,11.98,3.44,0.11
30620,"Lima, OH","1825","Other psychologists","Psychologists","MALE",15,NA,15,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30620,"Lima, OH","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30620,"Lima, OH","2003","Marriage and family therapists","Mental health counselors","FEMALE",8,NA,8,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30620,"Lima, OH","2004","Mental health counselors","Mental health counselors","ALL",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30620,"Lima, OH","1825","Other psychologists","Psychologists","FEMALE",24,NA,24,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30620,"Lima, OH","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",51,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,100,NA,NA
30620,"Lima, OH","2004","Mental health counselors","Mental health counselors","FEMALE",13,NA,13,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30620,"Lima, OH","1821","Clinical and counseling psychologists","Psychologists","MALE",7,NA,7,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","1822","School psychologists","Psychologists","FEMALE",36,NA,36,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","2004","Mental health counselors","Mental health counselors","FEMALE",105,NA,93,NA,12,NA,NA,NA,NA,88.57,NA,11.43,NA,NA,NA
30700,"Lincoln, NE","1822","School psychologists","Psychologists","MALE",28,NA,28,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","1825","Other psychologists","Psychologists","FEMALE",139,NA,139,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",103,NA,59,NA,NA,44,NA,NA,NA,57.28,NA,NA,42.72,NA,NA
30700,"Lincoln, NE","1825","Other psychologists","Psychologists","ALL",139,NA,139,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",117,NA,73,NA,NA,44,NA,NA,NA,62.39,NA,NA,37.61,NA,NA
30700,"Lincoln, NE","1821","Clinical and counseling psychologists","Psychologists","FEMALE",19,NA,19,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","0000","Total-Pop","Total-Pop","ALL",313210,21976,254515,1706,13563,11478,9765,207,7.02,81.26,0.54,4.33,3.66,3.12,0.07
30700,"Lincoln, NE","2005","Rehabilitation counselors","Mental health counselors","ALL",76,NA,76,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,100,NA
30700,"Lincoln, NE","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",19,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,100,NA
30700,"Lincoln, NE","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","2004","Mental health counselors","Mental health counselors","MALE",33,NA,21,NA,12,NA,NA,NA,NA,63.64,NA,36.36,NA,NA,NA
30700,"Lincoln, NE","2005","Rehabilitation counselors","Mental health counselors","MALE",76,NA,76,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","0000","Total-Pop","Total-Pop","MALE",156596,11252,126636,960,6604,6678,4311,155,7.19,80.87,0.61,4.22,4.26,2.75,0.1
30700,"Lincoln, NE","1821","Clinical and counseling psychologists","Psychologists","ALL",19,NA,19,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","1822","School psychologists","Psychologists","ALL",64,NA,64,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30700,"Lincoln, NE","0000","Total-Pop","Total-Pop","FEMALE",156614,10724,127879,746,6959,4800,5454,52,6.85,81.65,0.48,4.44,3.06,3.48,0.03
30700,"Lincoln, NE","2004","Mental health counselors","Mental health counselors","ALL",138,NA,114,NA,24,NA,NA,NA,NA,82.61,NA,17.39,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",41,NA,15,NA,NA,26,NA,NA,NA,36.59,NA,NA,63.41,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","0000","Total-Pop","Total-Pop","FEMALE",366111,17883,239107,1271,6967,92392,7740,751,4.88,65.31,0.35,1.9,25.24,2.11,0.21
30780,"Little Rock-North Little Rock-Conway, AR","0000","Total-Pop","Total-Pop","ALL",708321,38097,467223,2250,12584,171208,15317,1642,5.38,65.96,0.32,1.78,24.17,2.16,0.23
30780,"Little Rock-North Little Rock-Conway, AR","2004","Mental health counselors","Mental health counselors","FEMALE",380,NA,194,NA,NA,167,19,NA,NA,51.05,NA,NA,43.95,5,NA
30780,"Little Rock-North Little Rock-Conway, AR","2005","Rehabilitation counselors","Mental health counselors","FEMALE",30,NA,30,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","1821","Clinical and counseling psychologists","Psychologists","MALE",33,NA,33,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","1822","School psychologists","Psychologists","MALE",16,NA,16,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","1825","Other psychologists","Psychologists","MALE",144,NA,144,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","2004","Mental health counselors","Mental health counselors","MALE",86,26,6,NA,NA,54,NA,NA,30.23,6.98,NA,NA,62.79,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",55,NA,55,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","1821","Clinical and counseling psychologists","Psychologists","FEMALE",35,NA,35,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","1822","School psychologists","Psychologists","FEMALE",44,NA,44,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","1825","Other psychologists","Psychologists","FEMALE",329,NA,226,NA,40,63,NA,NA,NA,68.69,NA,12.16,19.15,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",86,NA,25,NA,NA,61,NA,NA,NA,29.07,NA,NA,70.93,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","0000","Total-Pop","Total-Pop","MALE",342210,20214,228116,979,5617,78816,7577,891,5.91,66.66,0.29,1.64,23.03,2.21,0.26
30780,"Little Rock-North Little Rock-Conway, AR","2003","Marriage and family therapists","Mental health counselors","FEMALE",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","1825","Other psychologists","Psychologists","ALL",473,NA,370,NA,40,63,NA,NA,NA,78.22,NA,8.46,13.32,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",86,NA,25,NA,NA,61,NA,NA,NA,29.07,NA,NA,70.93,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","1821","Clinical and counseling psychologists","Psychologists","ALL",68,NA,68,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","1822","School psychologists","Psychologists","ALL",60,NA,60,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",96,NA,70,NA,NA,26,NA,NA,NA,72.92,NA,NA,27.08,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","2003","Marriage and family therapists","Mental health counselors","ALL",14,NA,14,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","2005","Rehabilitation counselors","Mental health counselors","ALL",30,NA,30,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
30780,"Little Rock-North Little Rock-Conway, AR","2004","Mental health counselors","Mental health counselors","ALL",466,26,200,NA,NA,221,19,NA,5.58,42.92,NA,NA,47.42,4.08,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","ALL",1515,750,474,NA,122,152,17,NA,49.5,31.29,NA,8.05,10.03,1.12,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","1825","Other psychologists","Psychologists","FEMALE",7756,1286,5179,25,780,163,323,NA,16.58,66.77,0.32,10.06,2.1,4.16,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","FEMALE",3838,1668,1277,35,197,382,158,121,43.46,33.27,0.91,5.13,9.95,4.12,3.15
31080,"Los Angeles-Long Beach-Anaheim, CA","2003","Marriage and family therapists","Mental health counselors","FEMALE",1531,299,895,77,171,76,13,NA,19.53,58.46,5.03,11.17,4.96,0.85,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","0000","Total-Pop","Total-Pop","MALE",6532233,2978847,1967132,12624,991020,397691,166454,18465,45.6,30.11,0.19,15.17,6.09,2.55,0.28
31080,"Los Angeles-Long Beach-Anaheim, CA","0000","Total-Pop","Total-Pop","ALL",13249792,5967365,3924475,27026,2118251,840964,333284,38427,45.04,29.62,0.2,15.99,6.35,2.52,0.29
31080,"Los Angeles-Long Beach-Anaheim, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",1197,487,435,NA,106,152,17,NA,40.69,36.34,NA,8.86,12.7,1.42,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","1821","Clinical and counseling psychologists","Psychologists","MALE",742,60,519,NA,73,64,26,NA,8.09,69.95,NA,9.84,8.63,3.5,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","0000","Total-Pop","Total-Pop","FEMALE",6717559,2988518,1957343,14402,1127231,443273,166830,19962,44.49,29.14,0.21,16.78,6.6,2.48,0.3
31080,"Los Angeles-Long Beach-Anaheim, CA","2003","Marriage and family therapists","Mental health counselors","MALE",459,139,193,NA,37,77,13,NA,30.28,42.05,NA,8.06,16.78,2.83,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","1822","School psychologists","Psychologists","MALE",589,56,514,NA,NA,19,NA,NA,9.51,87.27,NA,NA,3.23,NA,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","1825","Other psychologists","Psychologists","MALE",2383,506,1734,NA,69,60,14,NA,21.23,72.77,NA,2.9,2.52,0.59,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","2005","Rehabilitation counselors","Mental health counselors","ALL",1454,439,615,NA,202,111,11,76,30.19,42.3,NA,13.89,7.63,0.76,5.23
31080,"Los Angeles-Long Beach-Anaheim, CA","2004","Mental health counselors","Mental health counselors","FEMALE",3292,1219,1493,NA,307,187,86,NA,37.03,45.35,NA,9.33,5.68,2.61,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","2004","Mental health counselors","Mental health counselors","MALE",1215,313,485,NA,143,239,12,23,25.76,39.92,NA,11.77,19.67,0.99,1.89
31080,"Los Angeles-Long Beach-Anaheim, CA","2005","Rehabilitation counselors","Mental health counselors","MALE",509,165,179,NA,27,51,11,76,32.42,35.17,NA,5.3,10.02,2.16,14.93
31080,"Los Angeles-Long Beach-Anaheim, CA","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","MALE",318,263,39,NA,16,NA,NA,NA,82.7,12.26,NA,5.03,NA,NA,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","MALE",1400,504,483,8,144,212,49,NA,36,34.5,0.57,10.29,15.14,3.5,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","2005","Rehabilitation counselors","Mental health counselors","FEMALE",945,274,436,NA,175,60,NA,NA,28.99,46.14,NA,18.52,6.35,NA,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","2003","Marriage and family therapists","Mental health counselors","ALL",1990,438,1088,77,208,153,26,NA,22.01,54.67,3.87,10.45,7.69,1.31,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","2004","Mental health counselors","Mental health counselors","ALL",4507,1532,1978,NA,450,426,98,23,33.99,43.89,NA,9.98,9.45,2.17,0.51
31080,"Los Angeles-Long Beach-Anaheim, CA","1822","School psychologists","Psychologists","ALL",2976,493,2104,NA,179,152,48,NA,16.57,70.7,NA,6.01,5.11,1.61,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","1821","Clinical and counseling psychologists","Psychologists","FEMALE",1632,227,1166,27,184,28,NA,NA,13.91,71.45,1.65,11.27,1.72,NA,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","1822","School psychologists","Psychologists","FEMALE",2387,437,1590,NA,179,133,48,NA,18.31,66.61,NA,7.5,5.57,2.01,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","1821","Clinical and counseling psychologists","Psychologists","ALL",2374,287,1685,27,257,92,26,NA,12.09,70.98,1.14,10.83,3.88,1.1,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","1825","Other psychologists","Psychologists","ALL",10139,1792,6913,25,849,223,337,NA,17.67,68.18,0.25,8.37,2.2,3.32,NA
31080,"Los Angeles-Long Beach-Anaheim, CA","2001","Substance abuse and behavioral disorder counselors","Mental health counselors","ALL",5238,2172,1760,43,341,594,207,121,41.47,33.6,0.82,6.51,11.34,3.95,2.31
31140,"Louisville/Jefferson County, KY-IN","2013","Mental health and substance abuse social workers","Mental health and substance abuse social workers","FEMALE",67,NA,41,NA,NA,26,NA,NA,NA,61.19,NA,NA,38.81,NA,NA
31140,"Louisville/Jefferson County, KY-IN","1825","Other psychologists","Psychologists","MALE",187,NA,187,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
31140,"Louisville/Jefferson County, KY-IN","2005","Rehabilitation counselors","Mental health counselors","FEMALE",37,NA,11,NA,NA,26,NA,NA,NA,29.73,NA,NA,70.27,NA,NA
31140,"Louisville/Jefferson County, KY-IN","1822","School psychologists","Psychologists","ALL",89,7,82,NA,NA,NA,NA,NA,7.87,92.13,NA,NA,NA,NA,NA
31140,"Louisville/Jefferson County, KY-IN","1822","School psychologists","Psychologists","MALE",2,NA,2,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
31140,"Louisville/Jefferson County, KY-IN","2003","Marriage and family therapists","Mental health counselors","FEMALE",101,9,92,NA,NA,NA,NA,NA,8.91,91.09,NA,NA,NA,NA,NA
31140,"Louisville/Jefferson County, KY-IN","2004","Mental health counselors","Mental health counselors","FEMALE",402,NA,309,NA,22,71,NA,NA,NA,76.87,NA,5.47,17.66,NA,NA
31140,"Louisville/Jefferson County, KY-IN","0000","Total-Pop","Total-Pop","MALE",617911,32354,469295,1156,12635,88512,12676,1283,5.24,75.95,0.19,2.04,14.32,2.05,0.21
31140,"Louisville/Jefferson County, KY-IN","0000","Total-Pop","Total-Pop","FEMALE",648109,29289,490267,1575,14449,96530,14508,1491,4.52,75.65,0.24,2.23,14.89,2.24,0.23
31140,"Louisville/Jefferson County, KY-IN","1821","Clinical and counseling psychologists","Psychologists","ALL",90,NA,90,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA
